band1,band2,audio,timestamp,output
13795328.0,7061504.0,13565952.0,1463780450573.0,1.0
13795328.0,7061504.0,13565952.0,1463780450578.0,1.0
13795328.0,7061504.0,13565952.0,1463780450578.0,1.0
13795328.0,7094272.0,8929280.0,1463780450612.0,1.0
13795328.0,7094272.0,8929280.0,1463780450612.0,1.0
13795328.0,7094272.0,8929280.0,1463780450614.0,1.0
13795328.0,7094272.0,13615104.0,1463780450658.0,1.0
13795328.0,7094272.0,13615104.0,1463780450658.0,1.0
13795328.0,7094272.0,13615104.0,1463780450658.0,1.0
13795328.0,7094272.0,12500992.0,1463780450664.0,1.0
13795328.0,7094272.0,12500992.0,1463780450665.0,1.0
13795328.0,7094272.0,12500992.0,1463780450665.0,1.0
13795328.0,7094272.0,16662528.0,1463780450702.0,1.0
13795328.0,7094272.0,16662528.0,1463780450702.0,1.0
13795328.0,7094272.0,16662528.0,1463780450702.0,1.0
13795328.0,7094272.0,13729792.0,1463780450748.0,1.0
13795328.0,7094272.0,13729792.0,1463780450748.0,1.0
13795328.0,7094272.0,13729792.0,1463780450748.0,1.0
13795328.0,7077888.0,12959744.0,1463780450754.0,1.0
13795328.0,7077888.0,12959744.0,1463780450754.0,1.0
13795328.0,7077888.0,12959744.0,1463780450755.0,1.0
13795328.0,7094272.0,13598720.0,1463780450793.0,1.0
13795328.0,7094272.0,13598720.0,1463780450792.0,1.0
13795328.0,7094272.0,13598720.0,1463780450793.0,1.0
13795328.0,7094272.0,11878400.0,1463780450801.0,1.0
13795328.0,7094272.0,11878400.0,1463780450800.0,1.0
13795328.0,7094272.0,11878400.0,1463780450801.0,1.0
13795328.0,7094272.0,12255232.0,1463780450838.0,1.0
13795328.0,7094272.0,12255232.0,1463780450838.0,1.0
13795328.0,7094272.0,12255232.0,1463780450838.0,1.0
13795328.0,7077888.0,13434880.0,1463780450882.0,1.0
13795328.0,7077888.0,13434880.0,1463780450883.0,1.0
13795328.0,7077888.0,13434880.0,1463780450883.0,1.0
13795328.0,7045120.0,13549568.0,1463780450888.0,1.0
13795328.0,7045120.0,13549568.0,1463780450891.0,1.0
13795328.0,7045120.0,13549568.0,1463780450894.0,1.0
13795328.0,7045120.0,9453568.0,1463780450928.0,1.0
13795328.0,7045120.0,9453568.0,1463780450928.0,1.0
13795328.0,7045120.0,9453568.0,1463780450928.0,1.0
13795328.0,7045120.0,13631488.0,1463780450973.0,1.0
13795328.0,7045120.0,13631488.0,1463780450974.0,1.0
13795328.0,7045120.0,13631488.0,1463780450973.0,1.0
13795328.0,7045120.0,12484608.0,1463780450978.0,1.0
13795328.0,7045120.0,12484608.0,1463780450979.0,1.0
13795328.0,7045120.0,12484608.0,1463780450980.0,1.0
13795328.0,7061504.0,16662528.0,1463780451018.0,1.0
13795328.0,7061504.0,16662528.0,1463780451019.0,1.0
13795328.0,7061504.0,16662528.0,1463780451019.0,1.0
13795328.0,7061504.0,13746176.0,1463780451063.0,1.0
13795328.0,7061504.0,13746176.0,1463780451063.0,1.0
13795328.0,7061504.0,13746176.0,1463780451066.0,1.0
13795328.0,7077888.0,12845056.0,1463780451071.0,1.0
13795328.0,7077888.0,12845056.0,1463780451070.0,1.0
13795328.0,7077888.0,12845056.0,1463780451074.0,1.0
13795328.0,7077888.0,13582336.0,1463780451108.0,1.0
13795328.0,7077888.0,13582336.0,1463780451108.0,1.0
13795328.0,7061504.0,12124160.0,1463780451113.0,1.0
13795328.0,7077888.0,13582336.0,1463780451110.0,1.0
13795328.0,7061504.0,12124160.0,1463780451115.0,1.0
13795328.0,7061504.0,12124160.0,1463780451120.0,1.0
13795328.0,7061504.0,11665408.0,1463780451152.0,1.0
13795328.0,7061504.0,11665408.0,1463780451152.0,1.0
13795328.0,7061504.0,11665408.0,1463780451276.0,1.0
13795328.0,7061504.0,13533184.0,1463780451433.0,1.0
13795328.0,7061504.0,13533184.0,1463780451590.0,1.0
13795328.0,7061504.0,13533184.0,1463780451740.0,1.0
13795328.0,7061504.0,13533184.0,1463780451898.0,1.0
13795328.0,7061504.0,13533184.0,1463780451990.0,1.0
13795328.0,7061504.0,13533184.0,1463780452106.0,1.0
13795328.0,7061504.0,9027584.0,1463780452327.0,1.0
13795328.0,7061504.0,9027584.0,1463780452633.0,1.0
13795328.0,7061504.0,9027584.0,1463780452874.0,1.0
13795328.0,7061504.0,13631488.0,1463780453164.0,1.0
13795328.0,7061504.0,13631488.0,1463780453014.0,1.0
13795328.0,7061504.0,13631488.0,1463780453326.0,1.0
13795328.0,7077888.0,12468224.0,1463780453335.0,1.0
13795328.0,7077888.0,12468224.0,1463780453339.0,1.0
13795328.0,7077888.0,12468224.0,1463780453344.0,1.0
13795328.0,7077888.0,13434880.0,1463780453352.0,1.0
13795328.0,7077888.0,13434880.0,1463780453347.0,1.0
13795328.0,7077888.0,13434880.0,1463780453158.0,1.0
13811712.0,7061504.0,13778944.0,1463780453156.0,1.0
13811712.0,7061504.0,13778944.0,1463780453164.0,1.0
13811712.0,7061504.0,13778944.0,1463780453156.0,1.0
13811712.0,7061504.0,13533184.0,1463780453168.0,1.0
13811712.0,7061504.0,13533184.0,1463780453174.0,1.0
13811712.0,7061504.0,13385728.0,1463780453183.0,1.0
13811712.0,7061504.0,13385728.0,1463780453190.0,1.0
13811712.0,7061504.0,13533184.0,1463780453185.0,1.0
13811712.0,7061504.0,13697024.0,1463780453228.0,1.0
13811712.0,7061504.0,13697024.0,1463780453230.0,1.0
13811712.0,7061504.0,13385728.0,1463780453274.0,1.0
13811712.0,7077888.0,11206656.0,1463780453293.0,1.0
13811712.0,7077888.0,11206656.0,1463780453282.0,1.0
13811712.0,7094272.0,13451264.0,1463780453305.0,1.0
13811712.0,7061504.0,13697024.0,1463780453297.0,1.0
13811712.0,7094272.0,13451264.0,1463780453306.0,1.0
13811712.0,7061504.0,13533184.0,1463780453313.0,1.0
13811712.0,7077888.0,11206656.0,1463780453315.0,1.0
13811712.0,7061504.0,13533184.0,1463780453328.0,1.0
13811712.0,6914048.0,9191424.0,1463780453329.0,1.0
13811712.0,7094272.0,13451264.0,1463780453330.0,1.0
13811712.0,6914048.0,9191424.0,1463780453346.0,1.0
13811712.0,7061504.0,13533184.0,1463780453358.0,1.0
13811712.0,6848512.0,13664256.0,1463780453351.0,1.0
13811712.0,6848512.0,13664256.0,1463780453360.0,1.0
13811712.0,6914048.0,9191424.0,1463780453365.0,1.0
13811712.0,6815744.0,12468224.0,1463780453365.0,1.0
13811712.0,6815744.0,12468224.0,1463780453366.0,1.0
13811712.0,6717440.0,13549568.0,1463780453373.0,1.0
13811712.0,6717440.0,13549568.0,1463780453374.0,1.0
13811712.0,6848512.0,13664256.0,1463780453371.0,1.0
13811712.0,6750208.0,13713408.0,1463780453382.0,1.0
13811712.0,6750208.0,13713408.0,1463780453382.0,1.0
13811712.0,6815744.0,12468224.0,1463780453383.0,1.0
13811712.0,7766016.0,13320192.0,1463780453456.0,1.0
13811712.0,6717440.0,13549568.0,1463780453457.0,1.0
13811712.0,7766016.0,13320192.0,1463780453455.0,1.0
13811712.0,7569408.0,13533184.0,1463780453461.0,1.0
13811712.0,6750208.0,13713408.0,1463780453466.0,1.0
13811712.0,7569408.0,13533184.0,1463780453467.0,1.0
13811712.0,7929856.0,12419072.0,1463780453474.0,1.0
13811712.0,7929856.0,12419072.0,1463780453475.0,1.0
13811712.0,7766016.0,13320192.0,1463780453475.0,1.0
13811712.0,8503296.0,11010048.0,1463780453480.0,1.0
13811712.0,8503296.0,11010048.0,1463780453480.0,1.0
13811712.0,7569408.0,13533184.0,1463780453481.0,1.0
13811712.0,8585216.0,13615104.0,1463780453484.0,1.0
13811712.0,8585216.0,13615104.0,1463780453518.0,1.0
13811712.0,7929856.0,12419072.0,1463780453520.0,1.0
13811712.0,9093120.0,13565952.0,1463780453525.0,1.0
13811712.0,9093120.0,13565952.0,1463780453528.0,1.0
13811712.0,8503296.0,11010048.0,1463780453532.0,1.0
13811712.0,9584640.0,10387456.0,1463780453540.0,1.0
13811712.0,8585216.0,13615104.0,1463780453541.0,1.0
13811712.0,9437184.0,13828096.0,1463780453543.0,1.0
13811712.0,9584640.0,10387456.0,1463780453540.0,1.0
13811712.0,9322496.0,12075008.0,1463780453548.0,1.0
13811712.0,9437184.0,13828096.0,1463780453550.0,1.0
13811712.0,9289728.0,13778944.0,1463780453552.0,1.0
13811712.0,9322496.0,12075008.0,1463780453553.0,1.0
13811712.0,9420800.0,13926400.0,1463780453555.0,1.0
13811712.0,9093120.0,13565952.0,1463780453547.0,1.0
13811712.0,9289728.0,13778944.0,1463780453556.0,1.0
13811712.0,9338880.0,13221888.0,1463780453561.0,1.0
13811712.0,9584640.0,10387456.0,1463780453563.0,1.0
13811712.0,9420800.0,13926400.0,1463780453563.0,1.0
13811712.0,9601024.0,13762560.0,1463780453566.0,1.0
13811712.0,9437184.0,13828096.0,1463780453568.0,1.0
13811712.0,9338880.0,13221888.0,1463780453568.0,1.0
13811712.0,9453568.0,13877248.0,1463780453570.0,1.0
13811712.0,9273344.0,12107776.0,1463780453586.0,1.0
13811712.0,9322496.0,12075008.0,1463780453581.0,1.0
13811712.0,9601024.0,13762560.0,1463780453588.0,1.0
13811712.0,9289728.0,13778944.0,1463780453602.0,1.0
13811712.0,8929280.0,13697024.0,1463780453598.0,1.0
13811712.0,9453568.0,13877248.0,1463780453607.0,1.0
13811712.0,9420800.0,13926400.0,1463780453614.0,1.0
13811712.0,9273344.0,12107776.0,1463780453489.0,1.0
13811712.0,8798208.0,13516800.0,1463780453492.0,1.0
13811712.0,8929280.0,13697024.0,1463780453499.0,1.0
13811712.0,9338880.0,13221888.0,1463780453497.0,1.0
13811712.0,9125888.0,11141120.0,1463780453501.0,1.0
13811712.0,8798208.0,13516800.0,1463780453502.0,1.0
13811712.0,9601024.0,13762560.0,1463780453506.0,1.0
13811712.0,9568256.0,13565952.0,1463780453508.0,1.0
13811712.0,9125888.0,11141120.0,1463780453509.0,1.0
13811712.0,9453568.0,13877248.0,1463780453527.0,1.0
13811712.0,8945664.0,13631488.0,1463780453529.0,1.0
13811712.0,9568256.0,13565952.0,1463780453532.0,1.0
13811712.0,9273344.0,12107776.0,1463780453544.0,1.0
13811712.0,8896512.0,10436608.0,1463780453542.0,1.0
13811712.0,8945664.0,13631488.0,1463780453547.0,1.0
13811712.0,8929280.0,13697024.0,1463780453556.0,1.0
13811712.0,8896512.0,10436608.0,1463780453561.0,1.0
13811712.0,8699904.0,13860864.0,1463780453565.0,1.0
13811712.0,8798208.0,13516800.0,1463780453565.0,1.0
13811712.0,8699904.0,13860864.0,1463780453566.0,1.0
13811712.0,8224768.0,12697600.0,1463780453572.0,1.0
13811712.0,9125888.0,11141120.0,1463780453584.0,1.0
13811712.0,8224768.0,12697600.0,1463780453584.0,1.0
13811712.0,8454144.0,16662528.0,1463780453586.0,1.0
13811712.0,9568256.0,13565952.0,1463780453588.0,1.0
13811712.0,8503296.0,13877248.0,1463780453596.0,1.0
13811712.0,8454144.0,16662528.0,1463780453594.0,1.0
13811712.0,8945664.0,13631488.0,1463780453603.0,1.0
13811712.0,8486912.0,13139968.0,1463780453603.0,1.0
13811712.0,8503296.0,13877248.0,1463780453605.0,1.0
13811712.0,8437760.0,13697024.0,1463780453610.0,1.0
13811712.0,8486912.0,13139968.0,1463780453612.0,1.0
13811712.0,8896512.0,10436608.0,1463780453609.0,1.0
13811712.0,8372224.0,12042240.0,1463780453616.0,1.0
13811712.0,8699904.0,13860864.0,1463780453625.0,1.0
13811712.0,8437760.0,13697024.0,1463780453623.0,1.0
13811712.0,8388608.0,12402688.0,1463780453625.0,1.0
13811712.0,8224768.0,12697600.0,1463780453632.0,1.0
13811712.0,8028160.0,13664256.0,1463780453636.0,1.0
13811712.0,8454144.0,16662528.0,1463780453642.0,1.0
13811712.0,8372224.0,12042240.0,1463780453635.0,1.0
13811712.0,8503296.0,13877248.0,1463780453648.0,1.0
13811712.0,7585792.0,13713408.0,1463780453648.0,1.0
13811712.0,8388608.0,12402688.0,1463780453653.0,1.0
13811712.0,8028160.0,13664256.0,1463780453662.0,1.0
13811712.0,8486912.0,13139968.0,1463780453660.0,1.0
13811712.0,7962624.0,9601024.0,1463780453662.0,1.0
13811712.0,7585792.0,13713408.0,1463780453672.0,1.0
13811712.0,8437760.0,13697024.0,1463780453675.0,1.0
13811712.0,6701056.0,13893632.0,1463780453677.0,1.0
13811712.0,6324224.0,12156928.0,1463780453684.0,1.0
13811712.0,7962624.0,9601024.0,1463780453678.0,1.0
13811712.0,8372224.0,12042240.0,1463780453681.0,1.0
13811712.0,6209536.0,13008896.0,1463780453747.0,1.0
13811712.0,6701056.0,13893632.0,1463780453747.0,1.0
13811712.0,8388608.0,12402688.0,1463780453757.0,1.0
13828096.0,6946816.0,13975552.0,1463780453759.0,1.0
13811712.0,6324224.0,12156928.0,1463780453760.0,1.0
13811712.0,8028160.0,13664256.0,1463780453764.0,1.0
13828096.0,7061504.0,13434880.0,1463780453765.0,1.0
13811712.0,7585792.0,13713408.0,1463780453769.0,1.0
13811712.0,6209536.0,13008896.0,1463780453766.0,1.0
13828096.0,6635520.0,13778944.0,1463780453774.0,1.0
13811712.0,7962624.0,9601024.0,1463780453777.0,1.0
13828096.0,6946816.0,13975552.0,1463780453777.0,1.0
13811712.0,6701056.0,13893632.0,1463780453782.0,1.0
13811712.0,6324224.0,12156928.0,1463780453788.0,1.0
13828096.0,6275072.0,11894784.0,1463780453778.0,1.0
13811712.0,6209536.0,13008896.0,1463780453794.0,1.0
13828096.0,7061504.0,13434880.0,1463780453787.0,1.0
13828096.0,6209536.0,12500992.0,1463780453797.0,1.0
13828096.0,6635520.0,13778944.0,1463780453801.0,1.0
13828096.0,6946816.0,13975552.0,1463780453805.0,1.0
13828096.0,7340032.0,13795328.0,1463780453804.0,1.0
13828096.0,7061504.0,13434880.0,1463780453809.0,1.0
13828096.0,6275072.0,11894784.0,1463780453806.0,1.0
13828096.0,7192576.0,13811712.0,1463780453816.0,1.0
13828096.0,6635520.0,13778944.0,1463780453821.0,1.0
13828096.0,6209536.0,12500992.0,1463780453825.0,1.0
13828096.0,6275072.0,11894784.0,1463780453831.0,1.0
13828096.0,7340032.0,13795328.0,1463780453833.0,1.0
13828096.0,7667712.0,10420224.0,1463780453827.0,1.0
13828096.0,6209536.0,12500992.0,1463780453839.0,1.0
13828096.0,7192576.0,13811712.0,1463780453839.0,1.0
13828096.0,7864320.0,13647872.0,1463780453839.0,1.0
13828096.0,7667712.0,10420224.0,1463780453845.0,1.0
13828096.0,7340032.0,13795328.0,1463780453845.0,1.0
13828096.0,8241152.0,12271616.0,1463780453847.0,1.0
13828096.0,7864320.0,13647872.0,1463780453852.0,1.0
13828096.0,8257536.0,10518528.0,1463780453859.0,1.0
13828096.0,8241152.0,12271616.0,1463780453862.0,1.0
13828096.0,7192576.0,13811712.0,1463780453860.0,1.0
13828096.0,8306688.0,13778944.0,1463780453866.0,1.0
13828096.0,7667712.0,10420224.0,1463780453871.0,1.0
13828096.0,8257536.0,10518528.0,1463780453871.0,1.0
13828096.0,8290304.0,13205504.0,1463780453879.0,1.0
13828096.0,8306688.0,13778944.0,1463780453881.0,1.0
13828096.0,7864320.0,13647872.0,1463780453881.0,1.0
13828096.0,8290304.0,13205504.0,1463780453886.0,1.0
13828096.0,8192000.0,13697024.0,1463780453884.0,1.0
13828096.0,8241152.0,12271616.0,1463780453891.0,1.0
13828096.0,8192000.0,13697024.0,1463780453893.0,1.0
13828096.0,8110080.0,13664256.0,1463780453895.0,1.0
13828096.0,8257536.0,10518528.0,1463780453898.0,1.0
13828096.0,8110080.0,13664256.0,1463780453902.0,1.0
13828096.0,8306688.0,13778944.0,1463780453906.0,1.0
13828096.0,7389184.0,13533184.0,1463780453906.0,1.0
13828096.0,8290304.0,13205504.0,1463780453912.0,1.0
13828096.0,7225344.0,13565952.0,1463780453914.0,1.0
13828096.0,8192000.0,13697024.0,1463780453917.0,1.0
13828096.0,7225344.0,13697024.0,1463780453917.0,1.0
13828096.0,8110080.0,13664256.0,1463780453921.0,1.0
13828096.0,7258112.0,11124736.0,1463780453924.0,1.0
13828096.0,7389184.0,13533184.0,1463780453916.0,1.0
13828096.0,7225344.0,13565952.0,1463780453932.0,1.0
13828096.0,7389184.0,13533184.0,1463780453929.0,1.0
13828096.0,7241728.0,13615104.0,1463780453938.0,1.0
13828096.0,7225344.0,13565952.0,1463780453942.0,1.0
13828096.0,7225344.0,13697024.0,1463780453939.0,1.0
13828096.0,7192576.0,12288000.0,1463780453947.0,1.0
13828096.0,7225344.0,13697024.0,1463780453955.0,1.0
13828096.0,7258112.0,11124736.0,1463780453960.0,1.0
13828096.0,7110656.0,10338304.0,1463780453962.0,1.0
13828096.0,7258112.0,11124736.0,1463780453965.0,1.0
13828096.0,7241728.0,13615104.0,1463780453966.0,1.0
13828096.0,7241728.0,13615104.0,1463780453977.0,1.0
13828096.0,7127040.0,13615104.0,1463780453973.0,1.0
13828096.0,7192576.0,12288000.0,1463780453980.0,1.0
13828096.0,7127040.0,13664256.0,1463780453984.0,1.0
13828096.0,7110656.0,10338304.0,1463780454000.0,1.0
13828096.0,7192576.0,12288000.0,1463780453984.0,1.0
13828096.0,7110656.0,13172736.0,1463780454012.0,1.0
13828096.0,7127040.0,13615104.0,1463780454010.0,1.0
13828096.0,7110656.0,10338304.0,1463780454011.0,1.0
13828096.0,7127040.0,13828096.0,1463780454178.0,1.0
13828096.0,7127040.0,13664256.0,1463780454182.0,1.0
13828096.0,7127040.0,13615104.0,1463780454187.0,1.0
13828096.0,7192576.0,13352960.0,1463780454190.0,1.0
13828096.0,7127040.0,13664256.0,1463780454206.0,1.0
13828096.0,7225344.0,12500992.0,1463780454207.0,1.0
13828096.0,7225344.0,13336576.0,1463780454211.0,1.0
13828096.0,7110656.0,13172736.0,1463780454211.0,1.0
13828096.0,7110656.0,13172736.0,1463780454202.0,1.0
13828096.0,7225344.0,11780096.0,1463780454220.0,1.0
13828096.0,7127040.0,13828096.0,1463780454222.0,1.0
13828096.0,7127040.0,13828096.0,1463780454227.0,1.0
13828096.0,7192576.0,13565952.0,1463780454229.0,1.0
13828096.0,7192576.0,13352960.0,1463780454231.0,1.0
13828096.0,7192576.0,13352960.0,1463780454240.0,1.0
13828096.0,7208960.0,11599872.0,1463780454242.0,1.0
13828096.0,7225344.0,12500992.0,1463780454244.0,1.0
13828096.0,7225344.0,12500992.0,1463780454251.0,1.0
13828096.0,7225344.0,8896512.0,1463780454250.0,1.0
13828096.0,7225344.0,13336576.0,1463780454256.0,1.0
13828096.0,7225344.0,13336576.0,1463780454262.0,1.0
13828096.0,7225344.0,11780096.0,1463780454264.0,1.0
13828096.0,7208960.0,13467648.0,1463780454262.0,1.0
13828096.0,7192576.0,13565952.0,1463780454275.0,1.0
13828096.0,7225344.0,11780096.0,1463780454265.0,1.0
13828096.0,7143424.0,13205504.0,1463780454278.0,1.0
13828096.0,7208960.0,11599872.0,1463780454286.0,1.0
13828096.0,7192576.0,13565952.0,1463780454291.0,1.0
13828096.0,7208960.0,11599872.0,1463780454303.0,1.0
13828096.0,7225344.0,8896512.0,1463780454299.0,1.0
13811712.0,7127040.0,13533184.0,1463780454299.0,1.0
13828096.0,7225344.0,8896512.0,1463780454383.0,1.0
13811712.0,6815744.0,13778944.0,1463780454389.0,1.0
13828096.0,7208960.0,13467648.0,1463780454395.0,1.0
13828096.0,7208960.0,13467648.0,1463780454385.0,1.0
13828096.0,7143424.0,13205504.0,1463780454401.0,1.0
13811712.0,6602752.0,11419648.0,1463780454397.0,1.0
13828096.0,7143424.0,13205504.0,1463780454402.0,1.0
