13746176.0,7569408.0,11927552.0,1463778787392.0,1.0,0
13746176.0,7421952.0,13680640.0,1463778787397.0,1.0,0
13746176.0,7471104.0,13762560.0,1463778787439.0,1.0,0
13746176.0,7471104.0,7602176.0,1463778787447.0,1.0,0
13746176.0,7520256.0,13500416.0,1463778787481.0,1.0,0
13746176.0,7421952.0,13484032.0,1463778787527.0,1.0,0
13746176.0,7389184.0,16007168.0,1463778787532.0,1.0,0
13746176.0,7454720.0,12746752.0,1463778787572.0,1.0,0
13746176.0,7421952.0,13828096.0,1463778787617.0,1.0,0
13746176.0,7454720.0,13762560.0,1463778787623.0,1.0,0
13746176.0,7454720.0,13762560.0,1463778787662.0,1.0,0
13746176.0,7536640.0,12500992.0,1463778787707.0,1.0,0
13746176.0,7487488.0,13664256.0,1463778787835.0,1.0,0
13746176.0,7471104.0,13893632.0,1463778787845.0,1.0,0
13746176.0,7438336.0,11386880.0,1463778787852.0,1.0,0
13746176.0,7487488.0,13549568.0,1463778787859.0,1.0,0
13746176.0,7454720.0,12976128.0,1463778787865.0,1.0,0
13746176.0,7733248.0,8896512.0,1463778787870.0,1.0,0
13746176.0,7667712.0,13647872.0,1463778787886.0,1.0,0
13746176.0,7700480.0,13647872.0,1463778787932.0,1.0,0
13746176.0,7536640.0,12500992.0,1463778787707.0,1.0,1
13746176.0,7487488.0,13664256.0,1463778787835.0,1.0,1
13746176.0,7471104.0,13893632.0,1463778787845.0,1.0,1
13746176.0,7438336.0,11386880.0,1463778787852.0,1.0,1
13746176.0,7487488.0,13549568.0,1463778787859.0,1.0,1
13746176.0,7454720.0,12976128.0,1463778787865.0,1.0,1
13746176.0,7733248.0,8896512.0,1463778787870.0,1.0,1
13746176.0,7667712.0,13647872.0,1463778787886.0,1.0,1
13746176.0,7700480.0,13647872.0,1463778787932.0,1.0,1
13746176.0,7766016.0,12746752.0,1463778787938.0,1.0,1
13746176.0,7782400.0,13467648.0,1463778787977.0,1.0,1
13746176.0,7602176.0,13598720.0,1463778788022.0,1.0,1
13746176.0,7766016.0,13713408.0,1463778788028.0,1.0,1
13746176.0,7618560.0,13877248.0,1463778788067.0,1.0,1
13746176.0,7553024.0,12845056.0,1463778788189.0,1.0,1
13729792.0,7438336.0,13713408.0,1463778788202.0,1.0,1
13729792.0,7438336.0,14057472.0,1463778788211.0,1.0,1
13746176.0,7602176.0,13598720.0,1463778788022.0,1.0,2
13746176.0,7766016.0,13713408.0,1463778788028.0,1.0,2
13746176.0,7618560.0,13877248.0,1463778788067.0,1.0,2
13746176.0,7553024.0,12845056.0,1463778788189.0,1.0,2
13729792.0,7438336.0,13713408.0,1463778788202.0,1.0,2
13729792.0,7438336.0,14057472.0,1463778788211.0,1.0,2
13746176.0,7733248.0,9879552.0,1463778788229.0,1.0,2
13746176.0,8994816.0,13500416.0,1463778788239.0,1.0,2
13746176.0,10469376.0,13467648.0,1463778788252.0,1.0,2
13746176.0,8601600.0,10813440.0,1463778788260.0,1.0,2
13746176.0,8060928.0,13582336.0,1463778788296.0,1.0,2
13746176.0,8519680.0,13991936.0,1463778788337.0,1.0,2
13729792.0,8536064.0,13877248.0,1463778788361.0,1.0,2
13746176.0,8503296.0,13926400.0,1463778788383.0,1.0,2
13746176.0,9207808.0,11157504.0,1463778788427.0,1.0,2
13746176.0,8994816.0,13697024.0,1463778788432.0,1.0,2
13746176.0,9420800.0,12910592.0,1463778788471.0,1.0,2
13746176.0,8192000.0,11829248.0,1463778788516.0,1.0,2
13746176.0,8241152.0,13860864.0,1463778788522.0,1.0,2
13746176.0,8257536.0,14041088.0,1463778788751.0,1.0,2
13746176.0,8519680.0,13991936.0,1463778788337.0,1.0,3
13729792.0,8536064.0,13877248.0,1463778788361.0,1.0,3
13746176.0,8503296.0,13926400.0,1463778788383.0,1.0,3
13746176.0,9207808.0,11157504.0,1463778788427.0,1.0,3
13746176.0,8994816.0,13697024.0,1463778788432.0,1.0,3
13746176.0,9420800.0,12910592.0,1463778788471.0,1.0,3
13746176.0,8192000.0,11829248.0,1463778788516.0,1.0,3
13746176.0,8241152.0,13860864.0,1463778788522.0,1.0,3
13746176.0,8257536.0,14041088.0,1463778788751.0,1.0,3
13746176.0,8404992.0,12124160.0,1463778788756.0,1.0,3
13746176.0,8536064.0,12664832.0,1463778788762.0,1.0,3
13746176.0,8421376.0,14073856.0,1463778788766.0,1.0,3
13746176.0,8339456.0,16662528.0,1463778788772.0,1.0,3
13746176.0,8585216.0,14041088.0,1463778788886.0,1.0,3
13746176.0,8421376.0,14073856.0,1463778788766.0,1.0,4
13746176.0,8339456.0,16662528.0,1463778788772.0,1.0,4
13746176.0,8585216.0,14041088.0,1463778788886.0,1.0,4
13746176.0,8798208.0,13860864.0,1463778788899.0,1.0,4
13746176.0,8749056.0,13811712.0,1463778788939.0,1.0,4
13746176.0,8699904.0,14008320.0,1463778788943.0,1.0,4
13746176.0,8781824.0,11829248.0,1463778788948.0,1.0,4
13746176.0,8863744.0,12779520.0,1463778788957.0,1.0,4
13746176.0,8863744.0,12976128.0,1463778788965.0,1.0,4
13746176.0,8732672.0,11452416.0,1463778788973.0,1.0,4
13746176.0,8781824.0,13533184.0,1463778789008.0,1.0,4
13746176.0,9011200.0,13615104.0,1463778789016.0,1.0,4
13746176.0,9224192.0,10518528.0,1463778789022.0,1.0,4
13746176.0,9142272.0,12697600.0,1463778789028.0,1.0,4
13746176.0,9175040.0,13942784.0,1463778789056.0,1.0,4
13746176.0,9207808.0,13385728.0,1463778789101.0,1.0,4
13746176.0,9125888.0,13942784.0,1463778789116.0,1.0,4
13746176.0,9306112.0,13844480.0,1463778789156.0,1.0,4
13746176.0,9125888.0,13877248.0,1463778789192.0,1.0,4
13746176.0,8798208.0,14073856.0,1463778789211.0,1.0,4
13746176.0,8929280.0,11698176.0,1463778789241.0,1.0,4
13746176.0,8994816.0,13828096.0,1463778789245.0,1.0,4
13746176.0,9011200.0,13565952.0,1463778789283.0,1.0,4
13746176.0,9011200.0,13615104.0,1463778789016.0,1.0,5
13746176.0,9224192.0,10518528.0,1463778789022.0,1.0,5
13746176.0,9142272.0,12697600.0,1463778789028.0,1.0,5
13746176.0,9175040.0,13942784.0,1463778789056.0,1.0,5
13746176.0,9207808.0,13385728.0,1463778789101.0,1.0,5
13746176.0,9125888.0,13942784.0,1463778789116.0,1.0,5
13746176.0,9306112.0,13844480.0,1463778789156.0,1.0,5
13746176.0,9125888.0,13877248.0,1463778789192.0,1.0,5
13746176.0,8798208.0,14073856.0,1463778789211.0,1.0,5
13746176.0,8929280.0,11698176.0,1463778789241.0,1.0,5
13746176.0,8994816.0,13828096.0,1463778789245.0,1.0,5
13746176.0,9011200.0,13565952.0,1463778789283.0,1.0,5
13746176.0,8962048.0,9994240.0,1463778789327.0,1.0,5
13746176.0,8978432.0,12697600.0,1463778789336.0,1.0,5
