Study,User,Accx,Accy,accz,audio,piezo,time,label
Panera1,90:68:C3:7D:B7:0E,13713408,8486912,10534912,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8192000,13467648,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8192000,13090816,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8175616,11517952,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8224768,13615104,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8323072,11927552,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8208384,11862016,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8175616,12730368,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8142848,12763136,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8142848,9879552,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8175616,13484032,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8175616,13664256,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8290304,13680640,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8257536,13877248,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8306688,12353536,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8552448,13385728,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8192000,13320192,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,7684096,10649600,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,7815168,12206080,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8339456,13565952,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8372224,10403840,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8372224,13090816,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8470528,13713408,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8470528,13385728,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8028160,13844480,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,7929856,13189120,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8536064,13467648,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8568832,13713408,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8421376,12140544,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8355840,13516800,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8060928,13991936,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8470528,7012352,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8192000,13303808,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8601600,13451264,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8732672,10321920,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8749056,13402112,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8781824,13664256,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8601600,13598720,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8863744,13828096,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8798208,13254656,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8519680,13647872,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8929280,13434880,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,9125888,11452416,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,9142272,11862016,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,9011200,13697024,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,9060352,9551872,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8880128,13549568,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8896512,13729792,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8830976,13680640,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8847360,13877248,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8896512,12795904,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8912896,13467648,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8912896,13500416,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8945664,10829824,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8781824,13074432,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8749056,13664256,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8847360,10420224,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8830976,13467648,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8798208,13746176,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8716288,13565952,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8781824,13910016,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8896512,13549568,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8830976,13664256,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8847360,13877248,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8699904,11649024,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8585216,12795904,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8486912,13762560,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8585216,9404416,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8814592,13533184,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8814592,13713408,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8634368,13303808,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8912896,13893632,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8716288,13680640,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8175616,13795328,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,7962624,13926400,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,7864320,12140544,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,7749632,12238848,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,7618560,13647872,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,7667712,9306112,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,6832128,13631488,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,6946816,13631488,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,6963200,13811712,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8257536,13516800,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8126464,13516800,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8372224,13729792,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8503296,13533184,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8028160,12566528,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8421376,11976704,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8486912,13549568,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8290304,10240000,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8945664,13287424,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8896512,13598720,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8945664,10584064,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13729792,8945664,13729792,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13729792,8716288,13746176,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13729792,8765440,13729792,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13729792,8683520,11845632,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13729792,8716288,11829248,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8912896,13303808,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8634368,13484032,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8749056,11468800,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8355840,13090816,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8847360,13615104,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8830976,8503296,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,9322496,13647872,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,9125888,13582336,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8781824,16515072,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8880128,13795328,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8880128,13647872,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8765440,13631488,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8536064,13778944,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8601600,12484608,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8732672,12828672,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8601600,13680640,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8830976,10158080,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8945664,13385728,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8683520,13680640,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8536064,10633216,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8536064,13910016,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8470528,13729792,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8470528,13484032,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8437760,12206080,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8552448,12812288,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8568832,12599296,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8749056,13697024,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8749056,10977280,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8781824,13287424,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,9027584,13680640,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8962048,10452992,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,9076736,13729792,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8798208,13713408,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8749056,13713408,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8732672,13860864,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8798208,12959744,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8650752,13697024,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8568832,13893632,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8880128,11714560,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13729792,9535488,13139968,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13729792,9224192,13664256,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13729792,9453568,9322496,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13729792,9175040,13778944,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13729792,9420800,13713408,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13729792,9306112,13647872,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13729792,8830976,13942784,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13729792,9076736,12976128,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13729792,9011200,13008896,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13729792,8896512,13778944,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13729792,8962048,11026432,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13713408,8421376,13565952,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13713408,8585216,13729792,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13713408,7733248,11599872,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13713408,7864320,12337152,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13713408,8290304,13778944,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13713408,8339456,16662528,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13713408,8192000,12615680,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13713408,8273920,13697024,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13713408,8355840,13434880,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13713408,8519680,13631488,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13713408,9060352,11173888,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,9453568,13172736,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,9306112,13582336,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,9338880,9306112,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,9338880,13565952,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,9338880,13565952,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,9240576,10092544,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,9109504,13697024,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8978432,13975552,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8978432,13107200,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,9027584,13860864,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8929280,12025856,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8880128,13664256,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8781824,13893632,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8896512,12681216,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8847360,13352960,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8896512,13697024,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8896512,10223616,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8765440,13631488,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8880128,13615104,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8994816,10518528,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8896512,13910016,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8814592,11845632,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8765440,13631488,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8814592,13828096,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8749056,13008896,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8962048,13221888,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13697024,8978432,13664256,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13697024,9011200,11026432,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13697024,9011200,13582336,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13697024,8421376,13778944,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13697024,8355840,10534912,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8192000,13795328,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8142848,11763712,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8142848,13647872,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8093696,13795328,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8159232,13467648,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8585216,13582336,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13713408,8945664,12107776,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13729792,8863744,10633216,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13713408,8978432,13484032,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13713408,8945664,13549568,-1,1025,1.46378E+12,4
Panera1,90:68:C3:7D:B7:0E,13713408,8896512,9486336,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8912896,13615104,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8929280,11780096,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8929280,16662528,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8732672,13844480,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8896512,13189120,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8912896,13664256,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8978432,12533760,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,9076736,11878400,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,9191424,13680640,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,9109504,13697024,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,9125888,10256384,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8929280,12615680,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8634368,14008320,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8667136,13221888,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8683520,13746176,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8585216,13025280,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8749056,13582336,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8978432,13582336,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,9043968,12632064,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8912896,13516800,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8912896,13615104,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8847360,12500992,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8929280,13402112,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8896512,14008320,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8945664,10452992,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8863744,13697024,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8912896,12550144,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8962048,16662528,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8765440,13811712,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8912896,13090816,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,9011200,13729792,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,9060352,11730944,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,9043968,12369920,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8962048,13631488,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8962048,13647872,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8912896,9584640,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8962048,13680640,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8781824,11943936,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8847360,13156352,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8781824,13844480,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8912896,13516800,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8945664,11714560,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8962048,12009472,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8650752,12484608,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8372224,13647872,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13680640,8454144,13664256,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13680640,8749056,9617408,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13680640,8716288,13631488,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8732672,12828672,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13680640,8732672,16662528,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8732672,13844480,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8667136,13484032,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8617984,12648448,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8552448,13385728,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8503296,11960320,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13729792,8847360,13582336,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13729792,8880128,11976704,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13729792,8929280,9060352,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13729792,8830976,13647872,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13729792,8437760,13303808,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13729792,8208384,13664256,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13729792,8126464,12206080,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13729792,8044544,12992512,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13729792,8208384,13516800,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8421376,13549568,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8650752,12353536,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8814592,13254656,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8847360,13844480,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8847360,8962048,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8896512,13565952,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8863744,12943360,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8863744,16662528,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8880128,13729792,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8896512,13631488,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8896512,12615680,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13713408,8863744,13336576,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8683520,12435456,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8634368,13647872,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8650752,11829248,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8683520,10911744,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8716288,13369344,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8519680,13877248,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8716288,8814592,-1,1025,1.46378E+12,2
Panera1,90:68:C3:7D:B7:0E,13697024,8765440,13647872,-1,1025,1.46378E+12,2
