Study,User,Accx,Accy,accz,audio,piezo,time,label
Panera1,90:68:C3:7D:B7:0E,13746176,8798208,13860864,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8749056,13811712,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8699904,14008320,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8781824,11829248,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8863744,12779520,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8863744,12976128,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8732672,11452416,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8781824,13533184,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,9011200,13615104,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,9224192,10518528,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,9142272,12697600,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,9175040,13942784,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,9207808,13385728,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,9125888,13942784,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,9306112,13844480,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,9125888,13877248,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8798208,14073856,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8929280,11698176,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8994816,13828096,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,9011200,13565952,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8962048,9994240,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8978432,12697600,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8880128,13959168,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8863744,16220160,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8765440,13877248,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13729792,8716288,13910016,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13729792,8650752,13926400,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13729792,8634368,14106624,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13729792,8732672,11845632,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13729792,8798208,13746176,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13729792,8798208,13631488,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13729792,8830976,9945088,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13729792,8880128,12648448,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13729792,8847360,13975552,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13729792,8765440,16252928,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13729792,8749056,14106624,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13729792,8798208,13926400,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13729792,8617984,13778944,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13729792,8994816,13926400,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13729792,8716288,13713408,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13729792,9191424,13893632,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13729792,8601600,14155776,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13729792,8126464,11632640,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13729792,7733248,13795328,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8699904,13713408,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,10027008,9584640,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,9945088,13352960,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,9912320,13926400,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,9879552,13729792,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,9584640,14237696,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,9535488,13844480,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,9814016,13926400,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,9895936,12550144,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,10125312,10190848,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,9469952,13713408,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,10092544,13336576,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,10141696,12107776,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,9486336,11714560,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,9043968,13942784,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,9355264,9371648,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,9289728,13647872,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8962048,14008320,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8798208,13664256,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8814592,14008320,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8880128,13860864,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,9158656,13991936,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,9879552,14123008,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,9928704,11255808,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,9945088,13664256,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,10010624,13844480,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,9650176,10928128,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,10485760,12943360,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,9502720,13893632,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,9486336,9601024,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,9388032,13565952,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,10190848,13828096,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8552448,14778368,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8503296,14139392,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8585216,13910016,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8601600,13975552,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8634368,14106624,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8437760,12894208,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8552448,13828096,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8667136,13926400,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8945664,7618560,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8798208,13860864,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8650752,13795328,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8683520,14827520,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8667136,14008320,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8716288,13811712,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8798208,14106624,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8634368,14139392,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8388608,12353536,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8273920,12828672,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8208384,13942784,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8192000,9519104,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8110080,13697024,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8077312,13860864,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8437760,16449536,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8519680,14090240,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13762560,8437760,13844480,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8421376,13910016,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8388608,14073856,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8306688,11747328,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8421376,13205504,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8273920,13910016,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8437760,10076160,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8585216,13762560,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8683520,13926400,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8617984,13041664,-1,1025,1.46378E+12,1
Panera1,90:68:C3:7D:B7:0E,13746176,8667136,13926400,-1,1025,1.46378E+12,1
